# u_old  v_old  key  u_xy  v_xy
4832146685 200785029 0 19859 3370
4878455869 2535234321 0 19884 18145
5077583590 1344734643 0 19941 14174
5097429499 1532537262 0 19949 14965
5097429499 6699453034 0 19949 20731
5117321931 1682295212 0 19957 15518
5152474383 243203627 0 19965 5442
5194960503 7256025708 0 19992 20950
5194960503 2786609361 0 19992 18469
5249252220 245403006 0 20015 5926
5249252220 1933700992 0 20015 16953
5262639727 844093652 0 20025 13066
5301709708 452513130 0 20041 11123
5310490249 7168778366 0 20064 20931
5310490255 237395930 0 20065 4944
5318255618 205608435 0 20073 3728
5327762743 198790626 0 20105 3186
5327762743 4318175616 0 20105 19634
5339646538 2478005435 0 20122 18023
5343200822 206128197 0 20125 3765
5346952854 497143353 0 20127 11472
5405652584 793643225 0 20152 12875
5405653564 1344734643 0 20154 14174
5420520187 3790547468 0 20164 19330
5678186342 237628132 0 20246 4972
5678186342 96484914 0 20246 997
5706518830 1838154364 0 20269 16512
5706518830 5706518832 0 20269 20270
5706518832 5706518830 0 20270 20269
5739547508 5775727803 0 20294 20316
5739547508 5739547507 0 20294 20293
5739547511 7773532722 0 20295 21113
5739547511 6433345764 0 20295 20616
5751911428 673770429 0 20304 12453
5751911428 5751911426 0 20304 20303
5857273556 1833671379 0 20340 16146
5865742306 6742342024 0 20343 20758
5875496030 5875496023 0 20349 20348
5934060399 8263967019 0 20385 21251
5964911255 156574590 0 20397 2200
6030792600 257037441 0 20417 6954
6116215780 1831340016 0 20436 16057
6154219211 1475080897 0 20455 14684
6248084843 6248084850 0 20494 20495
6270444669 199084260 0 20503 3280
6277542763 6563093650 0 20509 20694
6285121540 10025948202 0 20514 21674
6379962154 297758735 0 20569 8486
6379962157 302058966 0 20571 8659
6379962171 297758741 0 20574 8487
6387235916 100297158 0 20576 1062
6395636565 298182248 0 20579 8511
6395636565 298182164 0 20579 8506
6401942432 1619540953 0 20585 15326
6433345758 1591701878 0 20615 15169
6563093650 6563093651 0 20694 20695
6614916076 6614916073 0 20700 20698
6614916076 11804892403 0 20700 22175
6617801918 2127834863 0 20702 17123
6621399825 612966407 0 20707 12095
6703119600 161395188 0 20737 2289
6742342024 5865742306 0 20758 20343
6742342024 268403570 0 20758 7695
6806447919 1375576695 0 20792 14431
6945938389 241485411 0 20846 5041
6945938389 241485423 0 20846 5044
6965906228 119106341 0 20852 1426
7003269068 392613400 0 20856 10432
7008625530 7187431012 0 20861 20936
7011053525 7011053526 0 20864 20865
7011053525 366106551 0 20864 10140
7035615519 1754351082 0 20869 15739
7035615519 7814598609 0 20869 21132
7140210040 597719321 0 20904 11974
7141309723 903193452 0 20905 13251
7147532334 11341196598 0 20916 22004
7187430997 231934435 0 20934 4827
7187430997 8084552396 0 20934 21198
7187431011 497131062 0 20935 11468
7187431011 7008625530 0 20935 20861
7256018092 282906963 0 20949 7996
7261940093 496108528 0 20951 11456
7261940104 247567119 0 20952 6173
7430316759 1833978788 0 20985 16154
7434232679 30621790 0 20989 252
7520654946 371305285 0 21009 10285
7520654946 654033972 0 21009 12292
7563731461 2323724325 0 21022 17678
7563731461 1932500525 0 21022 16952
7640517641 246187288 0 21058 6061
7661085079 994448165 0 21072 13530
7674888688 7674888689 0 21080 21081
7674888689 7674888688 0 21081 21080
7674888691 7674888690 0 21083 21082
7707697239 206279746 0 21089 3939
7707697239 2184277661 0 21089 17322
7708795749 10060931612 0 21090 21683
7770498460 597720280 0 21110 11975
7770498460 367829356 0 21110 10194
7774269709 9962724977 0 21114 21656
7816341695 7816341704 0 21135 21136
7816341695 3437657041 0 21135 18989
7816341704 7816341710 0 21136 21137
7817780362 243204119 0 21144 5459
7832513024 7832513034 0 21154 21155
7832513035 7832513024 0 21156 21154
7866579833 1840306390 0 21165 16539
7973328935 659445255 0 21179 12319
8077923092 178755114 0 21197 2692
8084552403 353763956 0 21200 9969
8084552403 242542750 0 21200 5290
8263967019 1843322184 0 21251 16567
8412656074 4832146683 0 21295 19857
8443369819 251137736 0 21304 6447
8495301579 260010047 0 21316 7333
8579744904 88198573 0 21332 969
8661790098 722917907 0 21348 12712
8661790103 722917907 0 21349 12712
8735568109 11115368215 0 21372 21953
8743588229 446017232 0 21377 10804
8819034423 1354677041 0 21383 14280
8828043301 2175148183 0 21388 17302
8911994038 280542537 0 21397 7882
8950738130 6531605265 0 21408 20687
8950738132 8950738130 0 21409 21408
9147581190 9147581191 0 21436 21437
9147581190 205479637 0 21436 3618
9147581191 205463714 0 21437 3602
9223751387 153555206 0 21445 2171
9223751387 9223751392 0 21445 21446
9251045008 257811113 0 21457 7011
9275802855 241468903 0 21461 5018
9342663726 216482808 0 21483 4558
9585378122 9585378129 0 21532 21533
9585378122 9585378129 1 21532 21533
9585378129 9585378122 0 21533 21532
9585378129 9585378122 1 21533 21532
9690464370 2352550447 0 21565 17745
9883550294 4390042195 0 21634 19704
9900156760 367829434 0 21637 10195
9961796085 7644421858 0 21655 21060
9962724977 7774269709 0 21656 21114
10025948202 11980772162 0 21674 22232
10025948202 6284655974 0 21674 20513
10060931612 7708795749 0 21683 21090
10124007301 253857805 0 21706 6796
10144635479 1497268199 0 21728 14802
10144635484 10144635479 0 21729 21728
10180947178 1657564053 0 21743 15434
10198644414 419786696 0 21748 10604
10210726120 874633375 0 21750 13147
10213493769 277569003 0 21753 7850
10244199666 817902528 0 21764 12974
10301285884 10693812736 0 21795 21838
10316832150 1416623859 0 21801 14558
10550640485 129500041 0 21805 1516
10601454855 11535269014 0 21811 22140
10653293235 208516949 0 21814 4253
10653293235 10653293236 0 21814 21815
10653293247 10653293243 0 21817 21816
10679469147 208324851 0 21831 4198
10679469149 208334447 0 21833 4212
10693812736 4429575670 0 21838 19717
10703087854 3667429555 0 21842 19169
10769255209 1354993462 0 21854 14297
10769716405 241469884 0 21859 5028
10867354805 290040870 0 21875 8193
10894335737 8684425187 0 21883 21352
10894335738 10894335737 0 21884 21883
10914716583 10914716584 0 21886 21887
10914716586 10914716585 0 21889 21888
10914795991 282842887 0 21890 7962
10914795991 4192272361 0 21890 19540
10914984941 251137736 0 21891 6447
10959838409 206238790 0 21906 3875
10994199531 5077711487 0 21910 19942
10994199531 10994199534 0 21910 21911
11008500742 10067762819 0 21912 21689
11042720479 282910581 0 21926 8000
11042720479 11042720476 0 21926 21925
11115368215 8735568109 0 21953 21372
11216888688 197757758 0 21971 3110
11289734870 11289066180 0 21991 21987
11289734870 11289732367 0 21991 21989
11334661741 334116488 0 21998 9694
11362833341 681334888 0 22011 12539
11362833360 2468291307 0 22014 18000
11364093072 34960212 0 22036 451
11370010427 2478969593 0 22073 18032
11378545576 1829068590 0 22090 15950
11393992664 290039511 0 22098 8171
11394007493 251684309 0 22099 6590
11394007493 251687099 0 22099 6611
11535269014 10601454855 0 22140 21811
11779182522 11779182518 0 22164 22163
11779182522 11779182514 0 22164 22162
11779182528 11779182566 0 22165 22170
11779182542 2126565577 0 22167 17120
11779182542 11779182539 0 22167 22166
11779182566 11779182543 0 22170 22168
11915932908 1624587760 0 22202 15331
11931387015 139183098 0 22208 1740
11950166138 250972950 0 22211 6393
11951600450 11951731981 0 22215 22216
11951731981 11951600450 0 22216 22215
11954391884 132773113 0 22218 1607
11959025390 280739261 0 22225 7905
11980772162 10025948202 0 22232 21674
