# old_node_id  xy_node_id  cell_id  hop_distance
925953168 13375 52 2
246138912 6003 53 2
246140446 6010 53 2
1349664101 14263 54 2
206386015 4011 54 2
1349664102 14264 54 2
565442045 11730 55 2
565443085 11733 55 2
6782023570 20779 55 2
569951653 11812 56 2
11409166814 22114 56 2
2900129118 18601 56 2
569951649 11811 56 2
270160575 7733 57 2
11049708579 21928 57 2
559065971 11686 57 2
430842828 10665 57 2
145901746 2047 57 2
3523398676 19061 58 2
3523398671 19060 58 2
139463967 1879 58 2
139458542 1874 58 2
130048147 1574 59 2
206160523 3805 60 2
206161025 3806 60 2
206217693 3845 60 2
112413018 1272 61 2
114287607 1291 61 2
5291742752 20036 61 2
61101179 881 61 2
114285007 1288 61 2
448642593 10979 62 2
3577081361 19119 62 2
3673743982 19182 62 2
3673743971 19181 62 2
304562078 8972 62 2
1584790097 15128 62 2
315035026 9312 63 2
1552876123 15038 64 2
197643335 3104 64 2
1837326941 16474 64 2
2465469469 17994 65 2
2465469463 17993 65 2
246187347 6067 65 2
1426985401 14605 65 2
503553597 11563 65 2
494714574 11440 65 2
494714591 11445 65 2
1397300382 14507 66 2
6895726754 20836 66 2
8245170614 21245 66 2
7475872875 21002 66 2
218318266 4611 67 2
218318248 4609 67 2
1647558375 15418 67 2
1647558271 15415 67 2
632660791 12203 67 2
218318609 4638 67 2
218318729 4641 67 2
2549261053 18173 68 2
257037417 6953 68 2
527823096 11630 68 2
251650577 6554 68 2
59741023 824 69 2
181321069 2792 69 2
59741022 823 69 2
181321073 2795 69 2
59741025 826 69 2
180223554 2739 69 2
666275936 12396 70 2
251143248 6455 70 2
469101398 11192 70 2
253869365 6836 70 2
253360803 6745 70 2
253869550 6838 70 2
401437085 10449 71 2
190691076 2827 71 2
259077910 7205 71 2
1309181804 14052 71 2
10210222063 21749 71 2
2487107307 18058 71 2
267199913 7497 72 2
227668782 4677 72 2
267202187 7499 72 2
267313330 7545 72 2
267202186 7498 72 2
2401168515 17900 72 2
241210337 5014 72 2
130033119 1558 73 2
130033167 1560 73 2
205444638 3587 73 2
205474751 3612 73 2
130033021 1555 73 2
2331522415 17707 73 2
255426484 6901 74 2
2218919105 17416 74 2
3429654506 18975 74 2
3429659837 18979 74 2
